Conference,Finish,Team,MenPoints,Tier,SourcePage,Key,ChampionPoints,MedianPoints,DominanceIndex,IsChampion,PSF,PowerClass,ChampionMeetShare,ChampionPowerClass,ChampionRatio,MeetTotalPoints,MeetShare,gender,final_tier,tier_short,generated_at,snapshot_version
Unknown,9,Wittenberg University,173.0,Tier 4,0,Unknown|Wittenberg University,1958.5,0,0,0,1.0,,0.212511,Powerhouse,0.088333,9216.0,0.018772,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,1,Kenyon College,1944.0,Tier 1,0,Unknown|Kenyon College,1944.0,0,0,1,1.0,Powerhouse,0.218746,Powerhouse,1.0,8887.0,0.218746,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,2,Denison University,1853.0,Tier 1,0,Unknown|Denison University,1944.0,0,0,0,1.0,Powerhouse,0.218746,Powerhouse,0.953189,8887.0,0.208507,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,3,DePauw University,1377.5,Tier 2,0,Unknown|DePauw University,1944.0,0,0,0,1.0,,0.218746,Powerhouse,0.708591,8887.0,0.155002,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,4,John Carroll University,1037.0,Tier 3,0,Unknown|John Carroll University,1944.0,0,0,0,1.0,,0.218746,Powerhouse,0.533436,8887.0,0.116687,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,5,College of Wooster,991.0,Tier 3,0,Unknown|College of Wooster,1944.0,0,0,0,1.0,,0.218746,Powerhouse,0.509774,8887.0,0.111511,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,6,Oberlin College,681.0,Tier 3,0,Unknown|Oberlin College,1944.0,0,0,0,1.0,,0.218746,Powerhouse,0.350309,8887.0,0.076629,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,7,Wittenberg University,579.5,Tier 4,0,Unknown|Wittenberg University,1944.0,0,0,0,1.0,,0.218746,Powerhouse,0.298097,8887.0,0.065208,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
Unknown,8,Ohio Wesleyan University,424.0,Tier 4,0,Unknown|Ohio Wesleyan University,1944.0,0,0,0,1.0,,0.218746,Powerhouse,0.218107,8887.0,0.04771,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
WAC,1,University of Nevada Las Vegas,802.0,Tier 1,0,WAC|University of Nevada Las Vegas,802.0,0,0,1,1.0,Powerhouse,0.239332,Powerhouse,1.0,3351.0,0.239332,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
WAC,2,California Baptist,776.0,Tier 1,0,WAC|California Baptist,802.0,0,0,0,1.0,Powerhouse,0.239332,Powerhouse,0.967581,3351.0,0.231573,men,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
WAC,3,Air Force,638.5,Tier 2,0,WAC|Air Force,802.0,0,0,0,1.0,,0.239332,Powerhouse,0.796135,3351.0,0.19054,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
WAC,4,Grand Canyon,531.0,Tier 2,0,WAC|Grand Canyon,802.0,0,0,0,1.0,,0.239332,Powerhouse,0.662095,3351.0,0.15846,men,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
WAC,5,University of Wyoming,365.5,Tier 3,0,WAC|University of Wyoming,802.0,0,0,0,1.0,,0.239332,Powerhouse,0.455736,3351.0,0.109072,men,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
WAC,6,Seattle,238.0,Tier 4,0,WAC|Seattle,802.0,0,0,0,1.0,,0.239332,Powerhouse,0.296758,3351.0,0.071024,men,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
WAC,1,Northern Arizona,694.5,Tier 1,0,WAC|Northern Arizona,694.5,0,0,1,1.0,Powerhouse,0.186093,Powerhouse,1.0,3732.0,0.186093,women,Tier 1B,1B,2026-03-17T23:50:51Z,lane4_snapshot_v1
WAC,2,New Mexico State,534.0,Tier 2,0,WAC|New Mexico State,694.5,0,0,0,1.0,,0.186093,Powerhouse,0.768898,3732.0,0.143087,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
WAC,3,Grand Canyon,529.0,Tier 2,0,WAC|Grand Canyon,694.5,0,0,0,1.0,,0.186093,Powerhouse,0.761699,3732.0,0.141747,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
WAC,4,California Baptist,475.0,Tier 2,0,WAC|California Baptist,694.5,0,0,0,1.0,,0.186093,Powerhouse,0.683945,3732.0,0.127278,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
WAC,5,Idaho,470.0,Tier 2,0,WAC|Idaho,694.5,0,0,0,1.0,,0.186093,Powerhouse,0.676746,3732.0,0.125938,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
WAC,6,Northern Colorado,458.5,Tier 2,0,WAC|Northern Colorado,694.5,0,0,0,1.0,,0.186093,Powerhouse,0.660187,3732.0,0.122856,women,Tier 2,2,2026-03-17T23:50:51Z,lane4_snapshot_v1
WAC,7,Utah Tech University,248.0,Tier 3,0,WAC|Utah Tech University,694.5,0,0,0,1.0,,0.186093,Powerhouse,0.357091,3732.0,0.066452,women,Tier 3,3,2026-03-17T23:50:51Z,lane4_snapshot_v1
WAC,8,Seattle,191.0,Tier 4,0,WAC|Seattle,694.5,0,0,0,1.0,,0.186093,Powerhouse,0.275018,3732.0,0.051179,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
WAC,9,University of Texas Rio Grande,132.0,Tier 4,0,WAC|University of Texas Rio Grande,694.5,0,0,0,1.0,,0.186093,Powerhouse,0.190065,3732.0,0.03537,women,Tier 4,4,2026-03-17T23:50:51Z,lane4_snapshot_v1
